日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%,
112/01/21,104 台北二,胡蘿蔔,23.3,17.4,13.6,17.8,-7,"6,430",-57,114454
112/01/27,104 台北二,胡蘿蔔,22.4,17.2,12.1,17.2,-3,"10,600",65,182320
112/01/28,104 台北二,胡蘿蔔,24,16.6,10.1,16.8,-2,"11,420",8,191856
112/01/29,104 台北二,胡蘿蔔,22.6,16.4,9.6,16.3,-3,"13,060",14,212878
112/01/31,104 台北二,胡蘿蔔,20,15.6,9.4,15.3,-6,"14,440",11,220932
112/02/01,104 台北二,胡蘿蔔,18.5,15.4,9.8,14.9,-3,"12,940",-10,192806
112/02/02,104 台北二,胡蘿蔔,21.3,14.3,10.1,14.9,0,"11,664",-10,173793.6
112/02/03,104 台北二,胡蘿蔔,19.1,14.1,9.8,14.2,-5,"11,750",1,166850
112/02/04,104 台北二,胡蘿蔔,17.7,14.2,10.3,14.1,-1,"12,510",6,176391
112/02/05,104 台北二,胡蘿蔔,18.5,14.5,10.6,14.5,3,"12,330",-1,178785
112/02/08,104 台北二,胡蘿蔔,20,15.6,12.5,15.9,10,"12,396",1,197096.4
112/02/09,104 台北二,胡蘿蔔,18.3,15.4,11.6,15.2,-4,"12,696",2,192979.2
112/02/10,104 台北二,胡蘿蔔,19,14.7,10.5,14.7,-3,"13,426",6,197362.2
112/02/11,104 台北二,胡蘿蔔,17.6,15,10.5,14.6,-1,"12,350",-8,180310
112/02/12,104 台北二,胡蘿蔔,17.8,15.5,12.3,15.3,5,"11,490",-7,175797
112/02/14,104 台北二,胡蘿蔔,18.3,15.6,12,15.4,1,"10,370",-10,159698
112/02/15,104 台北二,胡蘿蔔,18.2,15.6,12.6,15.5,1,"10,540",2,163370
112/02/16,104 台北二,胡蘿蔔,17.6,14.2,9.7,14,-10,"11,114",5,155596
112/02/17,104 台北二,胡蘿蔔,17.6,14.6,10.2,14.3,2,"10,390",-7,148577
112/02/18,104 台北二,胡蘿蔔,18.5,14.7,11.4,14.8,3,"10,290",-1,152292
112/02/19,104 台北二,胡蘿蔔,18.1,14.6,11.6,14.7,-1,"11,806",15,173548.2
112/02/21,104 台北二,胡蘿蔔,21.7,16,12.2,16.4,12,"11,710",-1,192044
112/02/22,104 台北二,胡蘿蔔,19.3,15.5,12.1,15.6,-5,"11,788",1,183892.8
112/02/23,104 台北二,胡蘿蔔,17.5,15.2,12.7,15.2,-3,"8,666",-26,131723.2
112/02/24,104 台北二,胡蘿蔔,19.8,14.6,11.8,15.1,-1,"11,120",28,167912
112/02/25,104 台北二,胡蘿蔔,19.9,16.4,12,16.2,7,"9,980",-10,161676
112/02/26,104 台北二,胡蘿蔔,20.1,16,11.9,16,-1,"11,064",11,177024
112/02/28,104 台北二,胡蘿蔔,18.3,16.4,13.3,16.2,1,"10,840",-2,175608
112/03/01,104 台北二,胡蘿蔔,19.7,16.3,13.5,16.4,1,"10,350",-5,169740
112/03/02,104 台北二,胡蘿蔔,18.2,16.2,12.5,15.8,-4,"11,030",7,174274
112/03/03,104 台北二,胡蘿蔔,19,16.5,13.9,16.5,4,"10,580",-4,174570
112/03/04,104 台北二,胡蘿蔔,19.5,17,12.9,16.7,1,"11,030",4,184201
112/03/05,104 台北二,胡蘿蔔,20.1,16.4,11.8,16.2,-3,"11,266",2,182509.2
112/03/07,104 台北二,胡蘿蔔,20.8,17.7,14.9,17.8,10,"10,832",-4,192809.6
112/03/08,104 台北二,胡蘿蔔,20,18.1,15.5,18,1,"9,640",-11,173520
112/03/09,104 台北二,胡蘿蔔,20.3,17.6,14.6,17.5,-3,"11,030",14,193025
112/03/10,104 台北二,胡蘿蔔,21.2,17.6,13.1,17.4,-1,"11,920",8,207408
112/03/11,104 台北二,胡蘿蔔,20,17.2,12.6,16.9,-3,"12,240",3,206856
112/03/12,104 台北二,胡蘿蔔,19,16.9,12.3,16.4,-3,"13,260",8,217464
112/03/14,104 台北二,胡蘿蔔,20.7,17.6,13.8,17.5,7,"13,250",0,231875
112/03/15,104 台北二,胡蘿蔔,19.1,17.1,13.4,16.8,-4,"13,670",3,229656
112/03/17,104 台北二,胡蘿蔔,19.4,17.3,14.1,17.1,2,"13,830",1,236493
112/03/18,104 台北二,胡蘿蔔,19.8,17.2,14.2,17.1,0,"14,260",3,243846
112/03/19,104 台北二,胡蘿蔔,19.9,16.4,14.4,16.7,-2,"14,396",1,240413.2
112/03/21,104 台北二,胡蘿蔔,20,16.4,12.8,16.4,-2,"13,710",-5,224844
112/03/22,104 台北二,胡蘿蔔,18.6,15.6,12.4,15.6,-5,"13,160",-4,205296
112/03/23,104 台北二,胡蘿蔔,19.1,15.4,10.7,15.2,-3,"13,390",2,203528
112/03/24,104 台北二,胡蘿蔔,18.5,14.4,9.4,14.2,-7,"13,426",0,190649.2
112/03/25,104 台北二,胡蘿蔔,17.8,12.9,10,13.3,-6,"12,110",-10,161063
112/03/26,104 台北二,胡蘿蔔,17.3,13.4,7.2,13,-2,"11,580",-4,150540
112/03/28,104 台北二,胡蘿蔔,18.7,14,8.7,13.9,7,"12,240",6,170136
112/03/29,104 台北二,胡蘿蔔,18.2,14.5,8.8,14.1,1,"11,280",-8,159048
112/03/30,104 台北二,胡蘿蔔,19.9,15.3,9.2,15,6,"10,524",-7,157860
112/03/31,104 台北二,胡蘿蔔,18.9,14.9,8.5,14.4,-4,"11,450",9,164880
112/04/01,104 台北二,胡蘿蔔,19.1,14.7,9.8,14.6,1,"11,280",-1,164688
112/04/02,104 台北二,胡蘿蔔,19.3,14,8.2,13.9,-5,"10,360",-8,144004
112/04/03,104 台北二,胡蘿蔔,20.3,13.7,8.9,14.1,1,"9,670",-7,136347
112/04/04,104 台北二,胡蘿蔔,20.6,15.9,10.7,15.8,12,"10,060",4,158948
112/04/07,104 台北二,胡蘿蔔,23.2,17.2,8.6,16.7,6,"12,486",24,208516.2
112/04/08,104 台北二,胡蘿蔔,21.8,17.9,10.4,17.2,3,"12,270",-2,211044
112/04/09,104 台北二,胡蘿蔔,22.4,19,14.2,18.7,9,"11,170",-9,208879
112/04/11,104 台北二,胡蘿蔔,23.4,19.6,14.4,19.3,3,"12,390",11,239127
112/04/12,104 台北二,胡蘿蔔,21,17.7,11.8,17.2,-11,"14,170",14,243724
112/04/13,104 台北二,胡蘿蔔,18.6,15.6,10.4,15.1,-12,"12,500",-12,188750
112/04/14,104 台北二,胡蘿蔔,19.8,15.6,10.5,15.4,2,"12,110",-3,186494
112/04/15,104 台北二,胡蘿蔔,20.8,15.2,9.8,15.2,-1,"12,120",0,184224
112/04/16,104 台北二,胡蘿蔔,19.6,14.9,8.1,14.5,-5,"12,390",2,179655
112/04/18,104 台北二,胡蘿蔔,22.4,16.3,10.6,16.4,13,"11,410",-8,187124
112/04/19,104 台北二,胡蘿蔔,22.4,16.2,11.4,16.5,1,"11,480",1,189420
112/04/20,104 台北二,胡蘿蔔,18.9,14.4,11,14.6,-12,"11,960",4,174616
112/04/21,104 台北二,胡蘿蔔,19.6,15.5,8.7,15,3,"11,940",0,179100
112/04/22,104 台北二,胡蘿蔔,21.2,15.5,9.7,15.5,3,"12,244",3,189782
112/04/23,104 台北二,胡蘿蔔,19.8,15.4,8.5,14.9,-4,"12,190",0,181631
112/04/25,104 台北二,胡蘿蔔,21.7,17.8,10.9,17.2,15,"11,590",-5,199348
112/04/26,104 台北二,胡蘿蔔,21.3,18.1,12.1,17.6,2,"12,720",10,223872
112/04/28,104 台北二,胡蘿蔔,21.4,17.8,12.4,17.4,-1,"12,430",-2,216282
112/04/29,104 台北二,胡蘿蔔,23.1,19.1,12.1,18.5,6,"11,260",-9,208310
112/04/30,104 台北二,胡蘿蔔,21.7,18.5,12.7,18,-3,"11,920",6,214560
112/05/02,104 台北二,胡蘿蔔,23.8,18,12.7,18.1,1,"11,950",0,216295
112/05/03,104 台北二,胡蘿蔔,20.2,17.2,11.9,16.7,-8,"12,770",7,213259
112/05/04,104 台北二,胡蘿蔔,18.8,16.1,11.5,15.7,-6,"12,280",-4,192796
112/05/05,104 台北二,胡蘿蔔,19,14.5,10.9,14.7,-6,"11,380",-7,167286
112/05/06,104 台北二,胡蘿蔔,21.7,15,10,15.3,4,"11,560",2,176868
112/05/07,104 台北二,胡蘿蔔,20.7,15.5,9.7,15.4,1,"10,580",-8,162932
112/05/09,104 台北二,胡蘿蔔,23.1,17.7,11.7,17.6,14,"9,286",-12,163433.6
112/05/10,104 台北二,胡蘿蔔,21.2,18.7,13.6,18.2,3,"9,968",7,181417.6
112/05/11,104 台北二,胡蘿蔔,21.5,17.8,14.3,17.8,-2,"10,250",3,182450
112/05/12,104 台北二,胡蘿蔔,20.8,17.3,12.6,17,-4,"10,510",3,178670
112/05/13,104 台北二,胡蘿蔔,21.8,18.5,13.2,18.1,6,"9,820",-7,177742
112/05/14,104 台北二,胡蘿蔔,22.7,19,14.4,18.8,4,"9,280",-5,174464
112/05/16,104 台北二,胡蘿蔔,22.9,20.1,15.6,19.7,5,"9,890",7,194833
112/05/17,104 台北二,胡蘿蔔,22.4,19.3,13.8,18.8,-5,"11,180",13,210184
112/05/18,104 台北二,胡蘿蔔,22.7,18,11.5,17.7,-6,"11,560",3,204612
112/05/19,104 台北二,胡蘿蔔,21.9,17.1,11,16.9,-5,"12,688",10,214427.2
112/05/20,104 台北二,胡蘿蔔,23.7,18.4,11.4,18.1,7,"10,820",-15,195842
112/05/21,104 台北二,胡蘿蔔,22.1,17.4,11.1,17.1,-6,"11,474",6,196205.4
112/05/23,104 台北二,胡蘿蔔,24.2,19.4,11.3,18.7,9,"10,678",-7,199678.6
112/05/24,104 台北二,胡蘿蔔,31.8,23.3,16.1,23.6,26,"9,880",-7,233168
112/05/26,104 台北二,胡蘿蔔,31.4,24.3,15.6,24,2,"10,998",11,263952
112/05/27,104 台北二,胡蘿蔔,33.7,26.7,16.2,26,8,"10,658",-3,277108
112/05/28,104 台北二,胡蘿蔔,33.1,24.5,17,24.7,-5,"12,190",14,301093
112/05/30,104 台北二,胡蘿蔔,35.8,26,18.5,26.4,7,"12,430",2,328152
112/05/31,104 台北二,胡蘿蔔,34.1,23.9,15.4,24.2,-8,"12,360",-1,299112
112/06/01,104 台北二,胡蘿蔔,29,20.9,14.6,21.3,-12,"11,518",-7,245333.4
112/06/02,104 台北二,胡蘿蔔,28.4,19.6,12.8,20,-6,"9,720",-16,194400
112/06/03,104 台北二,胡蘿蔔,26.9,18.6,12.5,19,-5,"10,460",8,198740
112/06/04,104 台北二,胡蘿蔔,27.6,17.8,13.7,19,0,"10,610",1,201590
112/06/06,104 台北二,胡蘿蔔,29.4,18,13.1,19.3,2,"10,560",0,203808
112/06/07,104 台北二,胡蘿蔔,29.6,19.8,12.9,20.4,6,"8,960",-15,182784
112/06/08,104 台北二,胡蘿蔔,25.5,16.8,9.5,17.1,-16,"10,324",15,176540.4
112/06/09,104 台北二,胡蘿蔔,26.8,18.3,11.2,18.6,9,"10,110",-2,188046
112/06/10,104 台北二,胡蘿蔔,27.8,20,11.8,19.9,7,"8,250",-18,164175
112/06/11,104 台北二,胡蘿蔔,26.2,20.3,12.7,20,1,"8,990",9,179800
112/06/13,104 台北二,胡蘿蔔,28.9,23.3,17,23.1,16,"8,930",-1,206283
112/06/14,104 台北二,胡蘿蔔,26.2,21.4,14.6,21,-9,"8,900",0,186900
112/06/15,104 台北二,胡蘿蔔,25.4,18.1,12,18.3,-13,"9,290",4,170007
112/06/16,104 台北二,胡蘿蔔,25,19.9,14,19.7,8,"8,374",-10,164967.8
112/06/17,104 台北二,胡蘿蔔,25.7,18.6,9.6,18.2,-8,"9,110",9,165802
112/06/18,104 台北二,胡蘿蔔,27.8,19.6,10.6,19.5,7,"8,600",-6,167700
112/06/20,104 台北二,胡蘿蔔,33,26.4,12.5,24.9,28,"8,710",1,216879
112/06/21,104 台北二,胡蘿蔔,30,23.7,13.8,23,-8,"10,100",16,232300
112/06/22,104 台北二,胡蘿蔔,26.7,20.4,12,20,-13,"10,550",4,211000
112/06/24,104 台北二,胡蘿蔔,29.9,22.6,11.3,21.8,9,"10,428",-1,227330.4
112/06/25,104 台北二,胡蘿蔔,29.7,23.2,13.6,22.6,4,"9,760",-6,220576
112/06/28,104 台北二,胡蘿蔔,36.7,28.8,12.8,27.2,20,"5,000",-49,136000
112/06/29,104 台北二,胡蘿蔔,31.9,25.3,17.3,25,-8,"10,890",118,272250
112/06/30,104 台北二,胡蘿蔔,30.4,24,17.4,23.9,-4,"9,398",-14,224612.2
112/07/01,104 台北二,胡蘿蔔,31.9,22.8,15.2,23.1,-3,"9,834",5,227165.4
112/07/02,104 台北二,胡蘿蔔,30.7,22.4,13.8,22.3,-3,"10,277",5,229177.1
112/07/04,104 台北二,胡蘿蔔,28.3,24.5,14.7,23.3,4,"9,460",-8,220418
112/07/05,104 台北二,胡蘿蔔,27.8,24.4,17.1,23.6,1,"7,590",-20,179124
112/07/06,104 台北二,胡蘿蔔,26.8,22.3,11,20.9,-11,"9,364",23,195707.6
112/07/07,104 台北二,胡蘿蔔,30.8,23.5,13.6,23,10,"8,568",-9,197064
112/07/08,104 台北二,胡蘿蔔,26.8,20.3,12.8,20.1,-13,"9,560",12,192156
112/07/09,104 台北二,胡蘿蔔,26.1,22,13.3,21.1,5,"8,750",-8,184625
112/07/11,104 台北二,胡蘿蔔,27.8,23.6,16,22.9,9,"8,158",-7,186818.2
112/07/12,104 台北二,胡蘿蔔,28.6,23.7,14.2,22.8,0,"8,516",4,194164.8
112/07/13,104 台北二,胡蘿蔔,28,21.8,13.6,21.4,-6,"9,380",10,200732
112/07/14,104 台北二,胡蘿蔔,28.1,23,13.7,22.2,4,"7,870",-16,174714
112/07/15,104 台北二,胡蘿蔔,29.2,22.7,16.2,22.7,2,"8,640",10,196128
112/07/16,104 台北二,胡蘿蔔,27.1,22.6,13.9,21.8,-4,"8,756",1,190880.8
112/07/18,104 台北二,胡蘿蔔,31.4,26.6,16.2,25.5,17,"8,450",-3,215475
112/07/19,104 台北二,胡蘿蔔,30.6,25.4,18,25,-2,"10,040",19,251000
112/07/21,104 台北二,胡蘿蔔,32.6,25.9,17.9,25.6,2,"10,470",4,268032
112/07/22,104 台北二,胡蘿蔔,34,23.5,14.5,23.8,-7,"11,770",12,280126
112/07/23,104 台北二,胡蘿蔔,32,24.5,14.3,24,1,"12,220",4,293280
112/07/25,104 台北二,胡蘿蔔,31.2,25.8,19.6,25.6,7,"11,840",-3,303104
112/07/26,104 台北二,胡蘿蔔,31.8,26,17.1,25.4,-1,"10,286",-13,261264.4
112/07/27,104 台北二,胡蘿蔔,28.2,23.5,14,22.5,-11,"11,060",8,248850
112/07/28,104 台北二,胡蘿蔔,29.7,21.4,13,21.4,-5,"10,110",-9,216354
112/07/29,104 台北二,胡蘿蔔,31.6,24.1,14.8,23.7,11,"9,410",-7,223017
112/07/30,104 台北二,胡蘿蔔,31,22.7,15.8,23,-3,"10,690",14,245870
112/08/01,104 台北二,胡蘿蔔,32.1,24.4,14.3,23.9,4,"8,890",-17,212471
112/08/02,104 台北二,胡蘿蔔,28.8,24,12.9,22.8,-5,"9,148",3,208574.4
112/08/03,104 台北二,胡蘿蔔,26.9,22.9,17.4,22.6,-1,"8,380",-8,189388
112/08/04,104 台北二,胡蘿蔔,31.2,24,14.2,23.5,4,"8,750",4,205625
112/08/05,104 台北二,胡蘿蔔,27.8,24,17.2,23.4,0,"10,670",22,249678
112/08/06,104 台北二,胡蘿蔔,26.6,23.1,15.2,22.2,-5,"12,620",18,280164
112/08/08,104 台北二,胡蘿蔔,27.4,22.1,16.3,22,-1,"11,846",-6,260612
112/08/09,104 台北二,胡蘿蔔,26.4,22.6,18.4,22.5,2,"9,690",-18,218025
112/08/10,104 台北二,胡蘿蔔,28.9,22.9,17.2,23,2,"7,660",-21,176180
112/08/11,104 台北二,胡蘿蔔,27.2,22.8,18.6,22.8,-1,"10,958",43,249842.4
112/08/12,104 台北二,胡蘿蔔,26.1,22.5,15.8,21.9,-4,"11,150",2,244185
112/08/13,104 台北二,胡蘿蔔,26.3,22.9,14.8,22,0,"10,800",-3,237600
112/08/15,104 台北二,胡蘿蔔,28.1,23.9,14.9,22.9,4,"11,170",3,255793
112/08/16,104 台北二,胡蘿蔔,30.9,25.6,16.6,24.8,8,"9,210",-18,228408
112/08/17,104 台北二,胡蘿蔔,29.8,25.6,21,25.5,3,"7,480",-19,190740
112/08/18,104 台北二,胡蘿蔔,30,24.2,16,23.7,-7,"9,198",23,217992.6
112/08/19,104 台北二,胡蘿蔔,34.8,25.8,14.6,25.4,7,"8,910",-3,226314
112/08/20,104 台北二,胡蘿蔔,33.5,26.9,14.1,25.7,1,"9,060",2,232842
112/08/22,104 台北二,胡蘿蔔,39,29.9,19.7,29.7,16,"8,374",-8,248707.8
112/08/23,104 台北二,胡蘿蔔,37.2,28.8,19.8,28.6,-4,"9,990",19,285714
112/08/24,104 台北二,胡蘿蔔,35.2,28.6,20.6,28.4,-1,"9,920",-1,281728
112/08/25,104 台北二,胡蘿蔔,34.2,26.2,17.6,26.1,-8,"11,430",15,298323
112/08/26,104 台北二,胡蘿蔔,33.3,26,16.8,25.6,-2,"9,340",-18,239104
112/08/27,104 台北二,胡蘿蔔,38.4,29.7,18.8,29.2,14,"8,270",-11,241484
112/08/29,104 台北二,胡蘿蔔,45.1,36.2,22.2,35.2,21,"8,368",1,294553.6
112/08/30,104 台北二,胡蘿蔔,40.6,36.3,25.5,35,-1,"13,180",58,461300
112/09/02,104 台北二,胡蘿蔔,43.2,32.6,23.5,32.9,-6,"14,240",8,468496
112/09/03,104 台北二,胡蘿蔔,38.9,29.2,19.5,29.2,-11,"14,758",4,430933.6
112/09/05,104 台北二,胡蘿蔔,38.6,30.5,20.2,30.1,3,"12,960",-12,390096
112/09/06,104 台北二,胡蘿蔔,35.8,27.3,19,27.4,-9,"11,570",-11,317018
112/09/08,104 台北二,胡蘿蔔,39.3,27.3,15.9,27.4,0,"11,640",1,318936
112/09/09,104 台北二,胡蘿蔔,39.2,29,16.5,28.6,4,"9,318",-20,266494.8
112/09/10,104 台北二,胡蘿蔔,36.5,32.4,21.2,31,8,"7,960",-15,246760
112/09/12,104 台北二,胡蘿蔔,39.5,32.4,18.7,31.1,0,"9,268",16,288234.8
112/09/13,104 台北二,胡蘿蔔,40.2,32.4,18.5,31.2,0,"7,370",-20,229944
112/09/14,104 台北二,胡蘿蔔,40.3,33.2,25.7,33.1,6,"7,500",2,248250
112/09/15,104 台北二,胡蘿蔔,38.9,29,19.1,29,-12,"10,720",43,310880
112/09/16,104 台北二,胡蘿蔔,38.7,30,18,29.4,1,"11,220",5,329868
112/09/17,104 台北二,胡蘿蔔,38.2,29.5,15.5,28.4,-3,"11,950",7,339380
112/09/19,104 台北二,胡蘿蔔,39.8,34.3,20.7,32.7,15,"8,128",-32,265785.6
112/09/20,104 台北二,胡蘿蔔,41.3,33,21.5,32.4,-1,"9,556",18,309614.4
112/09/21,104 台北二,胡蘿蔔,37.2,30.6,19.4,29.7,-8,"9,120",-5,270864
112/09/22,104 台北二,胡蘿蔔,37.8,29.8,19,29.3,-1,"9,920",9,290656
112/09/23,104 台北二,胡蘿蔔,38.2,27.8,17.9,27.9,-5,"11,820",19,329778
112/09/24,104 台北二,胡蘿蔔,35,30,19.4,28.9,4,"10,330",-13,298537
112/09/26,104 台北二,胡蘿蔔,36.9,31,22.6,30.5,6,"9,500",-8,289750
112/09/27,104 台北二,胡蘿蔔,35.2,30.9,22.8,30.2,-1,"8,500",-11,256700
112/09/28,104 台北二,胡蘿蔔,36.2,32.4,26.6,32,6,"8,130",-4,260160
112/09/29,104 台北二,胡蘿蔔,37.6,32.2,25.6,32,0,"7,458",-8,238656
112/09/30,104 台北二,胡蘿蔔,42.7,37.4,29.7,36.9,15,"4,260",-43,157194
112/10/03,104 台北二,胡蘿蔔,49.9,42.6,34.6,42.4,15,"6,500",53,275600
112/10/04,104 台北二,胡蘿蔔,51.8,46.1,36.2,45.2,7,"8,360",29,377872
112/10/05,104 台北二,胡蘿蔔,40.6,37.2,28.8,36.2,-20,"11,320",35,409784
112/10/06,104 台北二,胡蘿蔔,41.6,36.9,28.4,36.2,0,"7,888",-30,285545.6
112/10/07,104 台北二,胡蘿蔔,48.1,40,31.5,39.9,10,"6,646",-16,265175.4
112/10/08,104 台北二,胡蘿蔔,46.3,37,27.7,37,-7,"8,260",24,305620
112/10/10,104 台北二,胡蘿蔔,50.4,37.9,29.6,38.8,5,"8,048",-3,312262.4
112/10/11,104 台北二,胡蘿蔔,46.8,35.7,30.1,36.8,-5,"5,310",-34,195408
112/10/12,104 台北二,胡蘿蔔,51.1,38.7,27.4,38.9,6,"5,900",11,229510
112/10/13,104 台北二,胡蘿蔔,55.1,47.6,38.2,47.2,21,"5,080",-14,239776
112/10/14,104 台北二,胡蘿蔔,55.6,46.6,33.1,45.7,-3,"6,460",27,295222
112/10/15,104 台北二,胡蘿蔔,53.4,44.8,31.1,43.8,-4,"8,386",30,367306.8
112/10/17,104 台北二,胡蘿蔔,55.4,48.1,35,46.9,7,"8,080",-4,378952
112/10/18,104 台北二,胡蘿蔔,50.7,46.9,36.7,45.6,-3,"8,908",10,406204.8
112/10/20,104 台北二,胡蘿蔔,50.3,47.7,40.1,46.7,2,"7,600",-15,354920
112/10/21,104 台北二,胡蘿蔔,51.5,45.7,39.8,45.7,-2,"8,300",9,379310
112/10/22,104 台北二,胡蘿蔔,54.3,44.5,28.3,43.2,-5,"9,800",18,423360
112/10/24,104 台北二,胡蘿蔔,56.6,47.7,37.1,47.4,10,"7,340",-25,347916
112/10/25,104 台北二,胡蘿蔔,51,44.3,32.6,43.3,-9,"8,318",13,360169.4
112/10/26,104 台北二,胡蘿蔔,52.5,43,30.9,42.5,-2,"7,238",-13,307615
112/10/27,104 台北二,胡蘿蔔,53.8,42.6,30.5,42.4,0,"7,870",9,333688
112/10/28,104 台北二,胡蘿蔔,57.8,40.8,29.4,41.9,-1,"6,600",-16,276540
112/10/29,104 台北二,胡蘿蔔,58.3,42.7,26.3,42.5,1,"7,360",12,312800
112/10/31,104 台北二,胡蘿蔔,61.3,45.1,29.7,45.3,7,"6,830",-7,309399
112/11/01,104 台北二,胡蘿蔔,53.3,42.7,32.2,42.7,-6,"8,260",21,352702
112/11/02,104 台北二,胡蘿蔔,51.5,44.6,37.7,44.6,4,"6,990",-15,311754
112/11/03,104 台北二,胡蘿蔔,54.8,42.9,31.7,43,-4,"8,730",25,375390
112/11/04,104 台北二,胡蘿蔔,55.3,44.7,35.4,45,5,"6,898",-21,310410
112/11/05,104 台北二,胡蘿蔔,54.1,44.3,32.1,43.8,-3,"7,690",11,336822
112/11/07,104 台北二,胡蘿蔔,56.7,48.9,39.4,48.6,11,"6,830",-11,331938
112/11/08,104 台北二,胡蘿蔔,54.8,46.2,37.5,46.2,-5,"8,300",22,383460
112/11/09,104 台北二,胡蘿蔔,50.1,45.6,40.2,45.4,-2,"7,210",-13,327334
112/11/10,104 台北二,胡蘿蔔,57.6,44.7,39.8,46.3,2,"8,130",13,376419
112/11/11,104 台北二,胡蘿蔔,55.4,46.3,35.3,45.9,-1,"7,770",-4,356643
112/11/12,104 台北二,胡蘿蔔,52.2,45.5,31.4,44,-4,"7,700",-1,338800
112/11/14,104 台北二,胡蘿蔔,50,48.1,39.6,46.8,6,"7,220",-6,337896
112/11/15,104 台北二,胡蘿蔔,52.8,48.9,41.4,48.2,3,"7,010",-3,337882
112/11/17,104 台北二,胡蘿蔔,52.2,48.3,41.3,47.7,-1,"8,970",28,427869
112/11/18,104 台北二,胡蘿蔔,53.7,47.1,40.3,47,-1,"8,186",-9,384742
112/11/19,104 台北二,胡蘿蔔,52.4,44.1,31.8,43.3,-8,"7,250",-11,313925
112/11/21,104 台北二,胡蘿蔔,58.1,48.1,34.2,47.3,9,"6,680",-8,315964
112/11/22,104 台北二,胡蘿蔔,60.7,52.4,44.6,52.5,11,"5,460",-18,286650
112/11/23,104 台北二,胡蘿蔔,60.1,53,46.4,53.1,1,"6,920",27,367452
112/11/24,104 台北二,胡蘿蔔,61.6,49.1,38.5,49.5,-7,"7,610",10,376695
112/11/25,104 台北二,胡蘿蔔,59.1,49.8,41.7,50.1,1,"6,880",-10,344688
112/11/26,104 台北二,胡蘿蔔,55.6,47.7,37.8,47.3,-6,"7,290",6,344817
112/11/28,104 台北二,胡蘿蔔,58.3,50,37.5,49.2,4,"6,230",-15,306516
112/11/29,104 台北二,胡蘿蔔,60,49.6,39.2,49.6,1,"7,670",23,380432
112/11/30,104 台北二,胡蘿蔔,56.7,48.8,33.4,47.3,-5,"5,078",-34,240189.4
112/12/01,104 台北二,胡蘿蔔,60,48.9,33.6,48.1,2,"5,520",9,265512
112/12/02,104 台北二,胡蘿蔔,56.7,48.4,36.6,47.7,-1,"6,080",10,290016
112/12/03,104 台北二,胡蘿蔔,59.2,44.2,31.1,44.6,-6,"7,407",22,330352.2
112/12/05,104 台北二,胡蘿蔔,68.8,51.3,35.6,51.7,16,"5,520",-25,285384
112/12/06,104 台北二,胡蘿蔔,60,52.6,38.8,51.3,-1,"6,700",21,343710
112/12/08,104 台北二,胡蘿蔔,55.2,47.5,32.7,46.1,-10,"9,550",43,440255
112/12/09,104 台北二,胡蘿蔔,53.5,47.6,32.1,45.7,-1,"9,840",3,449688
112/12/10,104 台北二,胡蘿蔔,49.7,43.6,29.6,42,-8,"9,678",-2,406476
112/12/12,104 台北二,胡蘿蔔,48.6,41.4,31.1,40.8,-3,"7,780",-20,317424
112/12/13,104 台北二,胡蘿蔔,45,38.8,20.6,36.4,-11,"8,330",7,303212
112/12/14,104 台北二,胡蘿蔔,45.6,33,19.2,32.8,-10,"9,000",8,295200
112/12/15,104 台北二,胡蘿蔔,44.3,36,21.7,34.8,6,"6,980",-22,242904
112/12/16,104 台北二,胡蘿蔔,44.3,32.7,19.2,32.3,-7,"7,030",1,227069
112/12/17,104 台北二,胡蘿蔔,41.1,30.6,18.4,30.3,-6,"8,390",19,254217
112/12/19,104 台北二,胡蘿蔔,49.6,29.2,16.4,30.7,1,"7,080",-16,217356
112/12/20,104 台北二,胡蘿蔔,47.4,27,12.9,28.2,-8,"8,370",18,236034
112/12/21,104 台北二,胡蘿蔔,53.5,21.5,9.5,25.5,-10,"8,160",-3,208080
112/12/22,104 台北二,胡蘿蔔,50.1,28.8,9.3,29.2,15,"11,430",40,333756
112/12/23,104 台北二,胡蘿蔔,48.3,20,8.6,23.4,-20,"11,440",0,267696
112/12/24,104 台北二,胡蘿蔔,44.2,18.8,9.2,22,-6,"14,190",24,312180
112/12/26,104 台北二,胡蘿蔔,49.2,29.1,9.8,29.2,33,"9,140",-36,266888
112/12/27,104 台北二,胡蘿蔔,41.7,27.6,10.6,27,-8,"11,020",21,297540
112/12/28,104 台北二,胡蘿蔔,35.6,23.1,7.5,22.5,-17,"13,290",21,299025
112/12/29,104 台北二,胡蘿蔔,31.6,22.7,7.7,21.5,-4,"12,800",-4,275200
112/12/30,104 台北二,胡蘿蔔,29.1,21.1,7.3,20,-7,"13,730",7,274600
112/12/31,104 台北二,胡蘿蔔,27.1,19.2,6.2,18.2,-9,"12,720",-7,231504
113/01/02,104 台北二,胡蘿蔔,27,18.6,6.8,17.9,-2,"12,580",-1,225182
113/01/03,104 台北二,胡蘿蔔,30,16.1,6.3,16.9,-6,"12,660",1,213954
113/01/04,104 台北二,胡蘿蔔,24.5,14.7,6.6,15,-11,"10,030",-21,150450
113/01/05,104 台北二,胡蘿蔔,25.6,15.6,4.4,15.4,3,"13,650",36,210210
113/01/06,104 台北二,胡蘿蔔,26.4,18.6,5.4,17.5,14,"13,700",0,239750
